Id,Name,Description,RewardQuestId
"1","立足蠻荒之地","","0"
"18","劍刃堡壘之戰","","0"
"19","沃格爾防衛戰","","0"
"20","格納爾的復仇","","0"
"21","雷霆隕落","","0"
"22","雷霆隘口之戰","","0"
"23","建立前哨站","","0"
"24","撒塔斯之戰","","0"
"25","阿拉卡的困境","","0"
"26","奧齊頓的陰影","","0"
"27","對抗戰歌","","0"
"29","元素王座","","0"
"34","暗影集結","","0"
"35","泰勒上將的要塞","","0"
"37","魔爪祭司的秘密","","0"
"38","阿拉克的神祇","","0"
"40","暗影覺醒","","0"
"41","主教議會","","0"
"42","繁茂的波塔尼","","0"
"43","月亮的陰暗面","","0"
"44","卡拉伯爾聖光","","0"
"45","終結幽暗","","0"
"46","頂尖遺產","","0"
"47","泰洛克的傳奇","","0"
"48","建立落斧堡","","0"
"49","固守南埠","","0"
"50","急嘯零件廠","","0"
"51","黑鴉噬日","","0"
"52","我們需要哨站","","0"
"53","支援你的要塞","","0"
"55","在巨人之地","","0"
"57","建立據點","","0"
"58","暗影之道","","0"
"60","黑暗之門","","0"
"61","血之谷氏族","","0"
"62","破碎之手氏族","","0"
"63","影月氏族","","0"
"64","黑石氏族","","0"
"65","逃離塔南森林","","0"
"68","鋼鐵大道","","0"
"70","要塞戰役","","0"
"82","追尋潮石","","0"
"86","白銀之手","","0"
"87","灰燼使者","","0"
"89","河彎","","0"
"90","擊敗燃燒軍團的關鍵","","0"
"93","天角部族","","0"
"94","軍團鍛造","","0"
"95","軍團採礦","","0"
"96","軍團裁縫","","0"
"97","軍團鍊金術","","0"
"121","血魔","","0"
"123","伊斯卡的下落","","0"
"124","古爾丹的結局","","0"
"127","被遺忘者艦隊","","0"
"128","天火號殘骸","","0"
"129","力量試煉","","0"
"130","葛雷邁恩的賭注","","0"
"132","意志試煉","","0"
"134","勇氣試煉","","0"
"135","往返黑爾海姆","","0"
"136","女盾侍的秘密","","0"
"138","斯鐸海姆的勇士","","0"
"139","碼頭與船塢教學 - 部落","","0"
"140","碼頭與船塢教學 - 聯盟","","0"
"141","進攻塔南 - 部落","","0"
"142","進攻塔南 - 聯盟","","0"
"143","雪盲台地","","0"
"144","河鬃部族","","0"
"145","血圖騰部族","","0"
"146","胡恩之戰","","0"
"148","高嶺的秘密","","0"
"149","無冕者","","0"
"150","看守者鐵獄","","0"
"152","夢魘隕星","","0"
"153","克達納茲的傳承","","0"
"154","首席傳送師","","0"
"155","為沙亞蘭供能","","0"
"156","偽裝","","0"
"158","遠古贈禮","","0"
"159","欺詐者雙刃","","0"
"160","奧達奇戰刃","","0"
"161","伊利達瑞","","0"
"162","驚懼雙刀","","0"
"163","吞噬者之牙","","0"
"164","格哈尼爾，始祖之樹","","0"
"165","泰坦之擊","","0"
"166","亞魯涅斯，尊者之杖","","0"
"167","厄索克之爪","","0"
"168","墮落王子之刃","","0"
"169","遭譴者之顎","","0"
"170","黯刃騎士團","","0"
"171","幻夢之林","","0"
"172","振虎會","","0"
"173","風行者之遺","","0"
"174","隱獵團","","0"
"175","軍團附魔","","0"
"176","軍團工程學","","0"
"177","軍團銘文學","","0"
"178","軍團珠寶設計","","0"
"179","軍團製皮","","0"
"180","軍團草藥學","","0"
"181","軍團剝皮","","0"
"182","軍團考古學","","0"
"183","弒君之刃","","0"
"184","自然的呼喚","","0"
"185","山谷大德魯伊","","0"
"186","利爪大德魯伊","","0"
"187","博學大德魯伊","","0"
"188","進入夢魘","","0"
"189","夢魘漫漫","","0"
"191","布瑞登溪","","0"
"192","玄鴉堡","","0"
"193","亞夏曼之牙","","0"
"194","福山之杖，漫行者之伴","","0"
"195","蒼天之拳","","0"
"197","伊利達瑞的命運","","0"
"198","聯盟勇士","","0"
"199","部落勇士","","0"
"200","弦月旅店","","0"
"201","血與酒","","0"
"202","政治操控","","0"
"203","長大的痛苦","","0"
"204","季節更迭","","0"
"205","足以抗衡的力量","","0"
"206","起源","","0"
"207","黑穫議會","","0"
"208","烏薩萊許，逆風收割者","","0"
"209","天啟","","0"
"210","伊露恩之鐮","","0"
"211","神兵武器研究","","0"
"212","影尊列傳","","0"
"213","榮升華爾拉亞","","0"
"215","英雄狩獵者","","0"
"216","王之劍","","0"
"217","碎冰者的遺贈","","0"
"218","聖光與虛無","","0"
"219","暮光之刃","","0"
"220","猛禽之爪","","0"
"221","真理之盾","","0"
"223","黯凜","","0"
"224","薩格拉斯權杖","","0"
"225","保衛蒼翼之憩","","0"
"226","抵抗巨人族","","0"
"227","馬克拉納及女王復仇號的命運","","0"
"228","荒野看守者","","0"
"229","重建議會","","0"
"230","預言成真","","0"
"231","元素之王","","0"
"232","四騎士","","0"
"234","宗師的旅途","","0"
"235","永恆夢境","","0"
"236","聖光之道","","0"
"237","提里斯護法崛起","","0"
"238","擎天堡編年史","","0"
"239","聖光之怒","","0"
"240","《軍臨天下》上市活動 - 第1週","","0"
"241","《軍臨天下》上市活動 - 第2週","","0"
"242","《軍臨天下》上市活動 - 第3週","","0"
"243","杜爾","","0"
"244","費羅米隆","","0"
"245","曼那瑞之顱","","0"
"246","迷霧之杖","","0"
"247","傳說中的神兵","","0"
"248","提里斯護法的重生","","0"
"264","重塑陶土議會","","0"
"265","末日錘的呼喚","","0"
"266","雷霆之聲","","0"
"267","艾薩拉的力量","","0"
"268","發揮全力","","0"
