Id,FailureDescription,PlayerConditionId,OrderIndex,MapDifficultyId
"59","英雄難度只有70級以上的玩家才能進入。","6379","0","129"
"60","英雄難度只有58級以上的玩家才能進入。","74364","0","130"
"61","英雄難度只有70級以上的玩家才能進入。","6379","0","131"
"62","英雄難度只有70級以上的玩家才能進入。","6379","0","133"
"63","英雄難度只有70級以上的玩家才能進入。","6379","0","134"
"64","英雄難度只有70級以上的玩家才能進入。","74569","0","135"
"65","英雄難度只有70級以上的玩家才能進入。","6379","0","136"
"66","英雄難度只有70級以上的玩家才能進入。","6379","0","137"
"67","英雄難度只有70級以上的玩家才能進入。","6379","0","140"
"68","英雄難度只有70級以上的玩家才能進入。","6379","0","142"
"69","英雄難度只有70級以上的玩家才能進入。","6379","0","147"
"70","英雄難度需要你的等級達到80級。","74363","0","148"
"71","Heroic Difficulty requires the Sunforged Key[PH].","6728","0","149"
"72","英雄難度需要你的等級達到80級。","74363","0","150"
"73","英雄難度需要你的等級達到80級。","74363","0","151"
"74","英雄難度需要你的等級達到80級。","74363","0","153"
"76","英雄難度需要你的等級達到80級。","74363","0","155"
"77","英雄難度需要你的等級達到80級。","74363","0","156"
"78","只有80級以上的玩家才能進入。","7500","0","157"
"79","你必須在一個團隊中，並且至少達到80級才能進入。","7500","0","158"
"80","","4868","0","14"
"81","只有25級以上的玩家才能進入。","74357","0","15"
"82","只有45級以上的玩家才能進入。","74506","0","19"
"83","只有20級以上的玩家才能進入。","20290","0","22"
"84","","5793","0","29"
"85","只有50級以上的玩家才能進入。","74367","0","34"
"86","只有50級以上的玩家才能進入。","74367","0","39"
"87","只有60級以上的玩家才能進入。","7383","0","41"
"88","只有50級以上的玩家才能進入。","74367","0","44"
"89","只有80級以上的玩家才能進入。","7500","0","46"
"90","只有70級以上的玩家才能進入。","6379","0","47"
"91","只有65級以上的玩家才能進入。","5960","0","48"
"92","只有70級以上的玩家才能進入。","6379","0","55"
"93","只有70級以上並處於團隊中的玩家才能進入。","6379","0","56"
"95","只有70級以上的玩家才能進入。","6379","0","68"
"96","祖阿曼僅作為英雄難度的地城。","5793","0","70"
"97","只有57級以上的玩家才能進入。","9915","0","74"
"98","只有65級以上的玩家才能進入。","5953","0","75"
"99","只有58級以上的玩家才能進入。","74364","0","76"
"100","只有65級以上的玩家才能進入。","5953","0","77"
"101","只有70級以上的玩家才能進入。","6379","0","78"
"103","只有63級以上的玩家才能進入。","9918","0","100"
"104","只有62級以上的玩家才能進入。","9917","0","104"
"105","只有80級以上的玩家才能進入。","7500","0","110"
"106","只有65級以上的玩家才能進入。","5953","0","125"
"107","只有80級以上的玩家才能進入。","7500","0","128"
"108","只有33級以上的玩家才能進入。","9910","0","28"
"109","你必須在一個團隊中，並且至少達到80級才能進入。","7500","0","111"
"110","英雄難度需要你的等級達到85級。","10174","0","821"
"111","只有70級以上的玩家才能進入。","6379","0","51"
"112","只有68級以上的玩家才能進入。","5977","0","45"
"113","只有11級以上的玩家才能進入。","9907","0","7"
"114","只有12級以上的玩家才能進入。","54588","0","13"
"115","只有15級以上的玩家才能進入。","74354","0","16"
"116","英雄難度只有70級以上的玩家才能進入。","6379","0","127"
"117","只有70級以上的玩家才能進入。","6379","0","341"
"118","只有90級以上的玩家才能進入。","19479","0","2121"
"119","只有77級以上的玩家才能進入。","10265","0","747"
"120","英雄難度需要你的等級達到85級。","10174","0","748"
"121","只有85級以上的玩家才能進入。","10174","0","809"
"122","英雄難度需要你的等級達到85級。","10174","0","817"
"123","只有85級以上的玩家才能進入。","10174","0","823"
"124","只有39級以上的玩家才能進入。","9912","0","23"
"125","你必須完成任務「逃離深淵」並達到80級，才能進入英雄難度的倒影大廳。","8981","0","342"
"126","只有85級以上的玩家才能進入。","10174","0","343"
"127","只有83級以上的玩家才能進入。","11037","0","345"
"128","英雄難度需要你的等級達到85級。","10174","0","346"
"130","只有58級以上的玩家才能進入。","74364","0","49"
"131","只有57級以上的玩家才能進入。","9915","0","50"
"132","只有15級以上的玩家才能進入。","74354","0","8"
"133","只有65級以上的玩家才能進入。","5960","0","27"
"134","只有10級以上的玩家才能進入。","74366","0","33"
"135","只有80級以上的玩家才能進入。","7500","0","485"
"136","只有80級以上的玩家才能進入。","7500","0","486"
"137","你必須在25人模式中擊敗巫妖王才能進行25人模式的英雄難度。","7500","0","488"
"138","只有65級以上的玩家才能進入。","5953","0","60"
"139","只有65級以上的玩家才能進入。","5960","0","59"
"140","只有63級以上的玩家才能進入。","9918","0","61"
"142","只有35級以上的玩家才能進入。","74358","0","17"
"143","只有42級以上的玩家才能進入。","9913","0","25"
"144","只有25級以上的玩家才能進入。","74357","0","31"
"145","英雄難度需要你的等級達到85級。","10174","0","749"
"146","只有80級以上的玩家才能進入。","74363","0","754"
"147","英雄難度需要你的等級達到85級。","10174","0","755"
"148","只有19級以上的玩家才能進入。","9908","0","18"
"149","只有30級以上的玩家才能進入。","74368","0","20"
"150","只有50級以上的玩家才能進入。","74367","0","24"
"151","只有65級以上的玩家才能進入。","5960","0","52"
"152","只有60級以上的玩家才能進入。","7383","0","53"
"153","只有59級以上的玩家才能進入。","36870","0","54"
"154","只有65級以上的玩家才能進入。","5960","0","58"
"155","只有68級以上的玩家才能進入。","54590","0","81"
"156","只有83級以上的玩家才能進入。","11037","0","816"
"157","只有77級以上的玩家才能進入。","10265","0","745"
"158","只有83級以上的玩家才能進入。","11037","0","746"
"159","英雄難度需要你的等級達到80級。","74363","0","152"
"160","只有65級以上的玩家才能進入。","5953","0","91"
"161","只有64級以上的玩家才能進入。","54591","0","95"
"162","只有61級以上的玩家才能進入。","6038","0","96"
"163","只有59級以上的玩家才能進入。","36870","0","97"
"164","只有65級以上的玩家才能進入。","5953","0","98"
"165","只有80級以上、控制冬握湖並處於團隊中的玩家才能進入。","7500","0","160"
"166","只有80級以上的玩家才能進入。","7500","0","161"
"167","英雄難度需要你的等級達到80級。","74363","0","162"
"168","只有85級以上的玩家才能進入。","10174","0","824"
"169","英雄難度需要你的等級達到85級。","10174","0","829"
"170","","6379","0","838"
"171","只有60級以上的玩家才能進入。","7383","0","114"
"172","英雄難度需要你的等級達到80級。","74363","0","143"
"173","英雄難度需要你的等級達到80級。","74363","0","144"
"174","英雄難度需要你的等級達到80級。","74363","0","145"
"175","英雄難度需要你的等級達到80級。","74363","0","146"
"176","只有85級以上的玩家才能進入。","10174","0","832"
"177","英雄難度需要你的等級達到85級。","10174","0","839"
"178","你必須在10人模式中擊敗巫妖王才能進行10人模式的英雄難度。","7500","0","487"
"179","只有80級以上的玩家才能進入。","74363","0","800"
"182","","5793","0","1611"
"183","只有85級以上的玩家才能進入。","10174","0","1646"
"184","只有85級以上的玩家才能進入。","10174","0","348"
"185","只有70級以上的玩家才能進入。","6379","0","481"
"186","英雄難度需要你的等級達到85級。","10174","0","806"
"187","只有85級以上的玩家才能進入。","10174","0","814"
"188","英雄難度需要等級達到85級才能進入。","10174","0","1690"
"189","只有85級以上的玩家才能進入。","10174","0","1820"
"190","英雄難度只有70級以上的玩家才能進入。","6379","0","141"
"191","只有80級以上的玩家才能進入。","7500","0","221"
"192","只有80級以上的玩家才能進入。","7500","0","222"
"193","只有80級以上的玩家才能進入。","7500","0","124"
"194","只有80級以上並處於團隊中的玩家才能進入。","7500","0","323"
"195","只有80級以上的玩家才能進入。","7500","0","26"
"196","只有80級以上的玩家才能進入。","7500","0","750"
"197","只有80級以上的玩家才能進入。","7500","0","751"
"198","只有80級以上的玩家才能進入。","7500","0","752"
"199","","20547","0","2707"
"200","只有80級以上的玩家才能進入。","7500","0","753"
"201","英雄難度需要你的等級達到80級。","74363","0","159"
"202","英雄難度需要你的等級達到90級。","74362","0","2038"
"203","英雄難度需要你的等級達到80級。","74363","0","482"
"204","只有70級以上的玩家才能進入。","6379","0","483"
"205","你必須達到80級才能進入英雄難度的薩倫之淵。","8990","0","484"
"206","只有80級以上、控制冬握湖並處於團隊中的玩家才能進入。","7500","0","119"
"207","只有31級以上的玩家才能進入。","9909","0","35"
"209","","74504","0","3464"
"210","","74504","0","3465"
"212","","74504","0","3467"
"213","","30835","0","3489"
"214","只有65級以上的玩家才能進入。","5960","0","57"
"215","只有10級以上的玩家才能進入。","74355","0","10"
"216","只有85級以上的玩家才能進入。","10174","0","810"
"217","只有85級以上的玩家才能進入。","10174","0","831"
"218","只有85級以上的玩家才能進入。","10174","0","347"
"219","只有85級以上的玩家才能進入。","10174","0","773"
"220","只有85級以上的玩家才能進入。","10174","0","813"
"221","只有85級以上的玩家才能進入。","10174","0","344"
"222","挑戰模式不適用於這個地城。","5703","0","2577"
"223","只有85級以上的玩家才能進入。","10174","0","774"
"224","英雄難度需要你的等級達到85級，並且已贏得英雄：終焉之刻的成就。","10174","0","1822"
"225","只有85級以上的玩家才能進入。","10174","0","1876"
"226","只有90級以上的玩家才能進入。","17879","0","2061"
"227","英雄難度需要你的等級達到90級。","74362","0","2046"
"228","英雄難度需要你的等級達到90級。","74362","0","2059"
"229","只有61級以上的玩家才能進入。","6038","0","62"
"230","只有37級以上的玩家才能進入。","9911","0","30"
"231","只有62級以上的玩家才能進入。","9917","0","63"
"232","只有90級以上的玩家才能進入。","19478","0","2519"
"233","英雄難度需要你的等級達到85級，並且已贏得英雄：永恆之井的成就。","10174","0","1824"
"234","只有85級以上的玩家才能進入。","10174","0","1924"
"235","只有85級以上的玩家才能進入。","10174","0","1875"
"236","","12681","0","1846"
"238","只有90級以上的玩家才能進入。","19476","0","2513"
"239","挑戰模式不適用於這個地城。","5703","0","2579"
"240","只有100級以上的玩家才能進入。","74359","0","3009"
"241","只有100級以上的玩家才能進入。","27917","0","3042"
"242","","74359","0","3064"
"243","","5793","0","3065"
"244","","5793","0","3066"
"245","","28269","0","3164"
"246","","31246","0","2995"
"247","英雄難度只有100級以上的玩家才能進入。","27907","0","3044"
"250","只有90級以上的玩家才能進入。","19458","0","2077"
"251","英雄難度需要你的等級達到90級。","74362","0","1868"
"252","只有85級以上的玩家才能進入。","10174","0","2556"
"253","挑戰難度不適用於這個地城。","21439","0","3045"
"254","英雄難度需要你的等級達到90級。","74362","0","1870"
"255","只有33級以上的玩家才能進入。","9910","0","2058"
"256","只有23級以上的玩家才能進入。","16678","0","2045"
"257","只有80級以上的玩家才能進入。","74363","0","1865"
"258","只有90級以上的玩家才能進入。","19478","0","2520"
"259","英雄難度需要你的等級達到90級。","74362","0","1866"
"260","只有21級以上的玩家才能進入。","5164","0","2037"
"261","只有83級以上的玩家才能進入。","11037","0","1869"
"262","只有82級以上的玩家才能進入。","15947","0","1863"
"263","英雄難度需要你的等級達到90級。","74362","0","2012"
"264","挑戰模式不適用於這個地城。","5703","0","2580"
"265","挑戰模式不適用於這個地城。","5703","0","2581"
"266","挑戰模式不適用於這個地城。","5703","0","2583"
"267","挑戰模式不適用於這個地城。","5703","0","2584"
"268","只有83級以上的玩家才能進入。","11037","0","2074"
"269","只有90級以上的玩家才能進入。","74362","0","2075"
"270","只有100級以上的玩家才能進入。","38513","0","3233"
"271","只有80級以上的玩家才能進入。","74363","0","1867"
"272","只有90級以上的玩家才能進入。","19458","0","2076"
"273","","17432","0","2606"
"274","","17434","0","2607"
"275","","18247","0","2608"
"276","只有90級以上的玩家才能進入。","20543","0","2689"
"277","只有90級以上的玩家才能進入。","20544","0","2690"
"278","只有90級以上的玩家才能進入。","21398","0","2691"
"279","只有100級以上的玩家才能進入。","74359","0","3117"
"280","只有100級以上的玩家才能進入。","27921","0","3118"
"281","只有90級以上的玩家才能進入。","21398","0","2692"
"282","只有90級以上的玩家才能進入。","19476","0","2512"
"283","挑戰模式不適用於這個地城。","5703","0","2576"
"284","只有90級以上的玩家才能進入。","19477","0","2514"
"285","英雄難度只有70級以上的玩家才能進入。","6379","0","139"
"286","只有110級以上的玩家才能進入英雄難度的暗心灌木林。","34797","0","3252"
"287","只有98級以上的玩家才能進入。","38496","0","3251"
"288","","74504","0","3253"
"289","","33882","0","3265"
"290","只有100級以上的玩家才能進入傳奇難度副本。","74359","0","3269"
"291","只有100級以上的玩家才能進入。","74359","0","3270"
"292","只有100級以上的玩家才能進入傳奇難度副本。","74359","0","3271"
"293","只有100級以上的玩家才能進入傳奇難度副本。","74359","0","3272"
"294","只有100級以上的玩家才能進入。","74359","0","3273"
"295","只有100級以上的玩家才能進入傳奇難度副本。","74359","0","3274"
"296","英雄難度只有70級以上的玩家才能進入。","6379","0","132"
"297","英雄難度只有70級以上的玩家才能進入。","6379","0","138"
"298","只有90級以上的玩家才能進入。","74362","0","1864"
"299","祖爾格拉布僅作為英雄難度等級85地城。","5793","0","1645"
"300","只有85級以上的玩家才能進入。","10174","0","1925"
"301","只有90級以上的玩家才能進入。","17879","0","2060"
"302","只有90級以上的玩家才能進入。","19479","0","2122"
"303","只有82級以上的玩家才能進入。","15947","0","2011"
"304","只有90級以上的玩家才能進入。","19477","0","2515"
"305","挑戰模式不適用於這個地城。","5703","0","2578"
"306","挑戰模式不適用於這個地城。","5703","0","2582"
"307","只有90級以上的玩家才能進入。","74362","0","2829"
"308","只有100級以上的玩家才能進入。","74359","0","2830"
"309","只有90級的玩家才能進入。","74362","0","2799"
"310","只有100級以上的玩家才能進入。","74359","0","3275"
"311","只有94級以上的玩家才能進入。","74361","0","2841"
"312","只有100級以上的玩家才能進入。","74359","0","3276"
"313","只有100級以上的玩家才能進入。","74359","0","2887"
"314","只有100級以上的玩家才能進入。","27915","0","2873"
"315","挑戰難度不適用於這個地城。","21439","0","2874"
"316","只有90級的玩家才能進入。","74362","0","2877"
"317","只有90級的玩家才能進入。","74362","0","2878"
"318","","74362","0","2879"
"319","","25123","0","2880"
"320","","26041","0","2885"
