Id,Name,Description,RewardQuestId
"1","蛮荒之地的要塞","","0"
"18","突袭刀塔堡垒","","0"
"19","保卫沃高尔","","0"
"20","贾纳尔的复仇","","0"
"21","雷霆之殇","","0"
"22","雷霆小径之战","","0"
"23","建造你的岗哨","","0"
"24","沙塔斯之战","","0"
"25","鸦人的困境","","0"
"26","奥金顿的阴影","","0"
"27","对抗战歌氏族","","0"
"29","元素王座","","0"
"34","暗影蔽日","","0"
"35","海军上将泰勒的要塞","","0"
"37","鸦爪祭司的秘密","","0"
"38","阿兰卡诸神","","0"
"40","觉醒的暗影","","0"
"41","主教议会","","0"
"42","密林中的木精","","0"
"43","月之阴暗面","","0"
"44","卡拉波之光","","0"
"45","拨云见日","","0"
"46","埃匹希斯的遗产","","0"
"47","泰罗克的传奇","","0"
"48","建立坠斧营地","","0"
"49","占领南港","","0"
"50","宾奇维斯的零件工厂","","0"
"51","渡鸦吞天","","0"
"52","我们需要一座岗哨","","0"
"53","支援你的要塞","","0"
"55","深入巨人之境","","0"
"57","建造要塞","","0"
"58","捕风捉影","","0"
"60","黑暗之门","","0"
"61","血环氏族","","0"
"62","碎手氏族","","0"
"63","影月氏族","","0"
"64","黑石氏族","","0"
"65","逃出塔纳安","","0"
"68","铁港入口","","0"
"70","要塞战役","","0"
"82","寻找潮汐之石","","0"
"86","白银之手","","0"
"87","灰烬使者","","0"
"89","河湾","","0"
"90","战胜燃烧军团的关键","","0"
"93","天角部族","","0"
"94","军团锻造","","0"
"95","军团采矿","","0"
"96","军团裁缝","","0"
"97","军团炼金","","0"
"121","血魔","","0"
"123","寻找艾斯卡","","0"
"124","古尔丹的结局","","0"
"127","被遗忘者舰队","","0"
"128","天火号残骸","","0"
"129","力量试炼","","0"
"130","格雷迈恩的尝试","","0"
"132","意志试炼","","0"
"134","勇气试炼","","0"
"135","冥狱深渊之旅","","0"
"136","女武神的秘密","","0"
"138","风暴峡湾的勇士","","0"
"139","码头及船坞简介 - 部落","","0"
"140","码头及船坞简介 - 联盟","","0"
"141","入侵塔纳安 - 部落","","0"
"142","入侵塔纳安 - 联盟","","0"
"143","雪盲台地","","0"
"144","河鬃部族","","0"
"145","鲜血图腾部族","","0"
"146","胡恩之战","","0"
"148","至高岭的秘密","","0"
"149","无冕者","","0"
"150","守望者地窟","","0"
"152","堕夜","","0"
"153","凯尔丹纳斯的遗产","","0"
"154","传送师","","0"
"155","供给沙尔艾兰","","0"
"156","化妆舞会","","0"
"158","古老的礼物","","0"
"159","欺诈者的双刃","","0"
"160","奥达奇战刃","","0"
"161","伊利达雷","","0"
"162","恐惧之刃","","0"
"163","吞噬者之牙","","0"
"164","加尼尔，母亲之树","","0"
"165","泰坦之击","","0"
"166","艾露尼斯，护法者之杖","","0"
"167","乌索克之爪","","0"
"168","堕落王子之剑","","0"
"169","诅咒之喉","","0"
"170","黑锋骑士团","","0"
"171","梦境林地","","0"
"172","残寺派","","0"
"173","风行者的遗产","","0"
"174","隐秘通途","","0"
"175","军团附魔","","0"
"176","军团工程学","","0"
"177","军团铭文","","0"
"178","军团珠宝加工","","0"
"179","军团制皮","","0"
"180","军团草药学","","0"
"181","军团剥皮","","0"
"182","军团考古学","","0"
"183","弑君者","","0"
"184","自然的呼唤","","0"
"185","谷地大德鲁伊","","0"
"186","利爪大德鲁伊","","0"
"187","传承大德鲁伊","","0"
"188","深入梦魇","","0"
"189","历经梦魇","","0"
"191","鲑鱼溪","","0"
"192","黑鸦堡垒","","0"
"193","阿莎曼之牙","","0"
"194","福枬，云游者之友","","0"
"195","诸天之拳","","0"
"197","伊利达雷的命运","","0"
"198","联盟的勇士","","0"
"199","部落的勇士","","0"
"200","残月酒馆","","0"
"201","鲜血与美酒","","0"
"202","王佐之才","","0"
"203","成长的烦恼","","0"
"204","季节的变换","","0"
"205","能量的平衡","","0"
"206","起源","","0"
"207","黑暗收割议会","","0"
"208","乌萨勒斯，逆风收割者","","0"
"209","天启","","0"
"210","月神镰刀","","0"
"211","神器研究","","0"
"212","暗影之刃的传说","","0"
"213","成为瓦拉加尔","","0"
"215","英雄猎杀者","","0"
"216","王者之剑","","0"
"217","破冰者的遗产","","0"
"218","圣光与虚空","","0"
"219","暮光之刃","","0"
"220","雄鹰之爪","","0"
"221","真理守护者","","0"
"223","黑檀之寒","","0"
"224","萨格拉斯权杖","","0"
"225","保卫蓝翼栖地","","0"
"226","对抗巨人","","0"
"227","玛拉纳和女王的复仇号的命运","","0"
"228","荒野守望者","","0"
"229","重建议会","","0"
"230","实现预言","","0"
"231","元素领主","","0"
"232","天启四骑士","","0"
"234","大宗师之旅","","0"
"235","永恒梦境","","0"
"236","圣光之路","","0"
"237","提瑞斯秘法会的崛起","","0"
"238","苍穹要塞编年史","","0"
"239","圣光之怒","","0"
"240","“军团再临”前夕事件——第1周","","0"
"241","“军团再临”前夕事件——第2周","","0"
"242","“军团再临”前夕事件——第3周","","0"
"243","图雷","","0"
"244","烈焰之击","","0"
"245","堕落者之颅","","0"
"246","迷雾之杖","","0"
"247","传说武器","","0"
"248","秘法会的重生","","0"
"264","不屈之环","","0"
"265","毁灭之锤的召唤","","0"
"266","雷霆之声","","0"
"267","艾萨拉的力量","","0"
"268","极限潜能","","0"
"271","猎人之道","","0"
"272","古老的武器","","0"
"274","毁灭利器之书","","0"
"275","7.0世界任务","","0"
"277","破碎海滩反击战","","0"
"278","议会的挑战","","0"
"279","艾利桑德的反击","","0"
"280","证明价值","","0"
"282","精灵事务","","0"
"283","备战","","0"
"284","进军苏拉玛","","0"
"285","全面封锁","","0"
"286","失踪人口","","0"
"287","残月渐圆","","0"
"288","意志坚如钢铁","","0"
"289","战斗宠物训练师","","0"
"291","可疑的军火","","0"
"292","攻破暗夜要塞","","0"
"293","魔王归来","","0"
"294","重返卡拉赞","","0"
"295","泰坦革新","","0"
"296","邪能蠕虫之灾","","0"
"297","职业坐骑：法师","","0"
"302","职业坐骑：圣骑士","","0"
"303","职业坐骑：战士","","0"
"304","黑鸦堡垒的威胁","","0"
"305","军团突袭 - 风暴峡湾","","0"
"306","军团突袭 - 阿苏纳","","0"
"307","军团突袭 - 至高岭","","0"
"308","军团突袭 - 瓦尔莎拉","","0"
"309","抗魔联军战役","","0"
"310","神后挑战","","0"
"311","鬼母挑战","","0"
"312","双子挑战","","0"
"313","克希雷姆挑战","","0"
"314","勇士：阿卡扎曼扎拉克","","0"
"315","职业坐骑：术士","","0"
"316","职业坐骑：武僧","","0"
"318","欢迎来到赞达拉","与海岛王国赞达拉合作的话，我们可以获得他们的传奇海军……这可以让我们在与联盟的战争中获得优势。","0"
"319","发掘","","0"
"320","黑暗丛林纳兹米尔","","0"
"334","先知与预言","","0"
"335","死亡契约","","0"
"336","寻找伊利丹·怒风","","0"
"338","赞枢利议会","","0"
"339","泰安诺的麻烦","","0"
"340","攻陷碎光之地","","0"
"341","贾德维克的族长","","0"
"342","护月堡垒","","0"
"343","四色祝福包","","0"
"344","救赎岗哨","","0"
"345","突袭阿古斯","","0"
"346","前往阿古斯！","","0"
"347","王者之路","","0"
"348","圣光之母","","0"
"349","人群之中","","0"
"350","艾泽拉斯的警告","","0"
"351","职业坐骑：死亡骑士","","0"
"352","克罗米之死","","0"
"353","纳斯拉克斯突袭","","0"
"354","运送炸药","","0"
"355","军团越狱","","0"
"365","石化森林","","0"
"366","执政团之冠","","0"
"367","穿越宇宙","","0"
"368","玛凯雷之影","","0"
"369","入侵裂隙","","0"
"370","光铸道标：城市中心","","0"
"371","阿古斯之心","","0"
"372","虚空之光熔炉","","0"
"373","拉斯塔利战港","","0"
"374","蝙蝠洛阿神灵","","0"
"375","往东吧，年老的始祖龟","","0"
"376","杜隆塔尔试炼","","0"
"377","部落盟友：至高岭牛头人","","0"
"381","萧湾镇","","0"
"382","绞刑手海角","","0"
"383","箭谷镇","","0"
"384","高山台地","","0"
"386","灼热峡谷","","0"
"390","阿拉希高地","","0"
"396","荒芜之地","","0"
"398","诅咒之地","","0"
"402","燃烧平原","","0"
"403","荆棘谷海角","","0"
"406","东瘟疫之地","","0"
"409","希尔斯布莱德丘陵","","0"
"414","北荆棘谷","","0"
"418","西瘟疫之地","","0"
"421","西部荒野","","0"
"425","暮色森林","","0"
"426","悲伤沼泽","","0"
"432","银松森林","","0"
"433","赤脊山","","0"
"434","辛特兰","","0"
"440","反思之时","","0"
"441","洛克莫丹","","0"
"442","危机之地","","0"
"443","湿地","","0"
"444","幽魂之地","","0"
"447","诺莫瑞根马拉松","","0"
"448","地狱火半岛","","0"
"463","赞加沼泽","","0"
"473","泰罗卡森林","","0"
"474","刀锋山","","0"
"486","纳格兰","","0"
"488","虚空风暴","","0"
"493","影月谷","","0"
"500","艾萨拉","","0"
"504","秘血岛","","0"
"506","希利苏斯","","0"
"507","费伍德森林","","0"
"508","冬泉谷","","0"
"509","北贫瘠之地","","0"
"510","黑海岸","","0"
"511","塔纳利斯","","0"
"512","安戈洛环形山","","0"
"514","灰谷，联盟","","0"
"515","灰谷，中立","","0"
"516","灰谷，部落","","0"
"517","石爪山脉，联盟","","0"
"518","石爪山脉，部落","","0"
"519","南贫瘠之地","","0"
"520","凄凉之地","","0"
"521","千针石林","","0"
"522","青蛙之王","","0"
"523","泰坦揭示","","0"
"524","让鲜血巨魔流血","","0"
"525","菲拉斯","","0"
"526","尘泥沼泽","","0"
"527","洛阿神灵之行","","0"
"528","嚎风峡湾","","0"
"529","龙骨荒野","","0"
"530","北风苔原","","0"
"531","部落盟友：夜之子","","0"
"532","联盟盟友：虚空精灵","","0"
"533","联盟盟友：光铸德莱尼","","0"
"534","索拉查盆地","","0"
"535","风暴峭壁","","0"
"536","祖达克","","0"
"537","灰熊丘陵","","0"
"538","冰冠冰川","","0"
"539","瓦丝琪尔，柯尔普萨之森和烁光海床","","0"
"541","瓦丝琪尔，深渊之喉","","0"
"542","海加尔山","","0"
"543","深岩之洲，战争与炮艇","","0"
"544","深岩之洲，石之王座","","0"
"545","奥丹姆","","0"
"546","暮光高地","","0"
"547","翡翠林，坡东村","","0"
"548","翡翠林，水语仪式","","0"
"549","翡翠林，白卒和珠鳍村","","0"
"550","翡翠林，地狱咆哮之拳的残骸","","0"
"551","翡翠林，第一次接触","","0"
"552","翡翠林，奇怪的盟友和古鲁金猴山","","0"
"553","翡翠林，晨芳园和天禅院和蜜露村","","0"
"554","翡翠林，绿石采掘场、十雷台和青龙","","0"
"555","四风谷，雷脚农场","","0"
"556","四风谷，泥盏营地","","0"
"557","四风谷，陈的杰作","","0"
"558","四风谷，风暴烈酒酿造厂、隐秘大师和奈辛瓦里狩猎队","","0"
"559","卡桑琅丛林","","0"
"560","昆莱山","","0"
"561","螳螂高原","","0"
"562","恐惧废土","","0"
"563","杜隆塔尔","","0"
"564","莫高雷","","0"
"565","提瑞斯法林地","","0"
"566","艾尔文森林","","0"
"567","丹莫罗","","0"
"568","泰达希尔","","0"
"569","永歌森林","","0"
"570","秘蓝岛","","0"
"571","失落群岛","","0"
"572","吉尔尼斯","","0"
"573","迷踪岛","","0"
"574","部落盟友","","0"
"575","联盟盟友","","0"
"576","希利苏斯：创伤之痕","","0"
"577","遗忘海湾","","0"
"582","夺回布伦纳丹","","0"
"583","突袭沼泽","","0"
"584","大酋长的命令","","0"
"585","艾什凡贸易公司","","0"
"586","流亡者与联络人","","0"
"587","自由镇","","0"
"588","戴林之门的守卫","","0"
"589","分裂的国度","与海岛之国库尔提拉斯合作的话，我们可以获得他们的传奇海军……这可以让我们在与部落的战争中获得优势。","0"
"590","内忧","","0"
"591","诺文顿庄园","","0"
"592","尖角码头的阴影","","0"
"593","破火营地","","0"
"594","赞达拉港","","0"
"595","谎言之网","","0"
"596","佐巴尔的幽灵","","0"
"597","阿罗姆之台","","0"
"598","克莱因","","0"
"599","克莱因上城区","","0"
"600","戈尔奥希格","","0"
"601","隼林镇","","0"
"602","赤红森林","","0"
"603","黑暗之心","帮助布莱恩·铜须引领探险队深入纳兹米尔的黑暗丛林，寻找失踪的康拉德队长。当心鲜血巨魔。","52013"
"604","德鲁斯瓦据点","贸易大王加里维克斯收到报告说，在德鲁斯瓦探测到了大量的艾泽里特矿藏。陪他走一遭吧。","51987"
"605","不可能的盟友","","0"
"606","沙漠里的祸患","","0"
"607","戎卫的命运","","0"
"608","秘密之城","","0"
"609","三位守护者","","0"
"610","袭击高塔","","0"
"611","阿图阿曼","","0"
"612","逃出暴风城","既然他们敢攻击幽暗城，我们也敢直闯暴风城。是时候救回我们的士兵了。","0"
"613","沃顿的沙漠","沃顿沙漠有座海港很有潜力，适合我们的舰队停靠。但首先，我们得解决掉这里的蛇人。","52008"
"614","迅捷出击","雷克萨在斯托颂谷地建立了一座岗哨，但他的军队被包围了。","51753"
"615","国王的任务","光靠你自己没法赢得这场战争。去寻找盟友来支持你对抗部落吧。","0"
"616","统一库尔提拉斯","在真正向部落全面开战前，需要强化与库尔提拉斯人的友好关系。","51918"
"617","赞达拉众志成城","在真正向联盟全面开战前，需要强化与赞达拉的友好关系。","51916"
"618","大酋长的任务","光靠你自己没法赢得这场战争。去寻找盟友来支持你对抗联盟吧。","0"
"619","海岛探险","我们在海上发现了海量的艾泽里特！弗林·法温德船长可以用他的船——米登维克号——送你过去。","51904"
"620","海岛探险","我们在海上发现了海量的艾泽里特！雷兹奥昆船长可以用他的船——帕库之息号——送你过去。","51888"
"621","内藏玄机","黑铁矮人在赞达拉的首都祖达萨附近建立了营地。他们发现了艾泽里特，需要你帮忙搜索该区域。","52003"
"622","我们的海盗生活","暗影猎手塔金在提拉加德海峡与一些叛变的海盗取得了联系。我们可以在那里建立基地，深入库尔提拉斯的腹地。","51975"
"623","库尔提拉斯战役","我们与赞达拉的合作发展良好。但联盟也在培养他们与库尔提拉斯的关系，以打造强大的军队。绝不能允许这样的情况发生。","0"
"624","赞达拉战役","我们与库尔提拉斯的合作发展良好。但部落也在培养他们与赞达拉的关系，以打造强大的军队。绝不能允许这样的情况发生。","0"
"625","第一波攻击","加入纳萨诺斯·凋零者和莉莉安·沃斯，与他们一起深入提拉加德海峡的腹地。","51601"
"626","元帅之墓","德鲁斯瓦的墓地里埋葬着库尔提拉斯战争英雄的遗体。我们可以战略性地……使用这些尸体。","51789"
"627","海贤之死","斯托颂谷地的海潮贤者对海洋有无与伦比的掌控力……我们需要这股力量。","52122"
"628","血之沙","我们的第一位部落贵客是阿莱瑟尔·观日者，他是神圣遗物学会的高级成员。干掉他，让部落知道，犯我联盟者，即便是远跨大洋，也无法逃脱制裁。","52146"
"629","攻打伯拉勒斯","我们现在有了绝佳的诱饵，可以把库尔提拉斯的军队从首都伯拉勒斯引开，这样可以争取到一点时间，以便达成我们的终极目标：深渊节杖。","53003"
"630","腐化祭坛","","0"
"631","Test Quest Line","","52262"
"632","追逐黑暗","我们的第二位部落贵客是游侠队长艾蕾尔，她是大酋长希尔瓦娜斯最信赖的黑暗游侠之一。","52219"
"633","金色的机遇","我们得分散行动。珊蒂斯会追查鲜血王子德利文的下落，而你和魔导师乌布里克要去解决部落的第三位贵客：贸易大王加里维克斯","52261"
"634","渡船通行证","","0"
"635","洛丹伦之战","再也不能让部落盘踞在幽暗城了！今天，我们要夺回洛丹伦，为了联盟！","0"
"636","洛丹伦之战","联盟正向幽暗城进军！我们要牵制入侵，打垮他们的军队。为了部落！","0"
"638","血染大海","我们截获了一封部落密函，得知鲜血王子德利文目前正在无尽之海的一艘部落舰船上。我们有许多将士都死在德利文手上。血债血偿的时候到了。","52496"
"734","逝去的酋长","","0"
"735","亡者的正义","","0"
"736","海底游","无尽之海的海底沉眠着一位很久以前的著名库尔提拉斯海军船长。我们去拜访一下他吧。","52978"
"737","直击祖达萨","我们对部落步步紧逼。在赞达拉成功进行多次定点刺杀行动后，他们被搞得晕头转向，力量也变弱了。现在，时机已经成熟，可以直击赞达拉帝国的心脏了。","52790"
"738","戈菲尔德的战争","","0"
"739","坍圮危机","","0"
"740","死亡浅滩","","0"
"741","Test Questline","","0"
"742","库尔提拉斯","","0"
"743","艾泽拉斯之心","麦格尼带来了一份礼物，还有一个可怕的消息：艾泽拉斯正濒临死亡。","51211"
"744","仇恨之轮","","0"
"745","库尔提拉斯之傲","","0"
"746","激流堡之战","部落威胁到了激流堡要塞。我们得为洛丹伦之战做准备！","53198"
"747","激流堡之战","联盟的国防军兵力分散，要拿下激流堡要塞实在是轻而易举。我们得为洛丹伦之战做准备！","53212"
"748","8.0 Professions - Gathering - Herbalism - Kul Tiras - Akunda's Bite - SCS","","0"
"749","8.0 Professions - Gathering - Herbalism - Zandalar - Akunda's Bite - SCS","","0"
