Id,Name,ArtifactAppearanceSetId,DisplayIndex,UnlockPlayerConditionId,ItemAppearanceModifierId,UiSwatchColor,UiModelSaturation,UiModelOpacity,OverrideShapeshiftFormId,OverrideShapeshiftDisplayId,UiItemAppearanceId,UiAltItemAppearanceId,Flags,UiCameraId,UsablePlayerConditionId
"1","Purple Crystal","1","1","0","10","0","0.5","0.5","1","66784","0","0","0","0","0"
"2","Blue Crystal","1","2","0","12","0","0.5","0.5","0","0","0","0","0","0","0"
"3","Red Crystal","1","3","0","11","0","0.5","0.5","1","66785","0","0","0","0","0"
"5","Yellow Spikes","2","1","12549","18","0","0.5","0.5","0","0","0","0","0","0","0"
"6","Green Spikes","2","3","0","19","0","0.5","0.5","0","0","0","0","0","0","0"
"7","Fiery Spikes","2","2","0","20","0","0.5","0.5","0","0","0","0","0","0","0"
"8","Ashbringer","3","2","37718","9","13946667","0.5","0.5","0","0","0","0","0","62","0"
"9","Ashbringer","3","1","88084","10","12207429","0.5","0.5","0","0","0","0","1","62","0"
"10","Ashbringer","3","3","37719","11","2777830","0.5","0.5","0","0","0","0","0","62","0"
"11","Ashbringer","3","4","37720","12","7194424","0.5","0.5","0","0","0","0","0","62","0"
"12","Ashbringer","4","2","37722","13","13753664","0.5","0.5","0","0","0","0","0","65","0"
"13","Ashbringer","4","1","37721","14","14170168","0.5","0.5","0","0","0","0","0","65","0"
"14","Ashbringer","4","3","37723","15","4341749","0.5","0.5","0","0","0","0","0","65","0"
"15","Ashbringer","4","4","37724","16","2400311","0.5","0.5","0","0","0","0","0","65","0"
"16","Ashbringer","5","1","37725","17","15636775","0.5","0.5","0","0","0","0","0","63","0"
"17","Ashbringer","6","1","37726","18","9769406","0.8","0.7","0","0","0","0","0","66","0"
"18","Ashbringer","6","2","37728","19","5384685","0.5","0.6","0","0","0","0","0","66","0"
"19","Ashbringer","6","3","37729","20","46171","0.7","0.5","0","0","0","0","0","66","0"
"20","Ashbringer","6","4","37730","21","2918886","0.7","0.5","0","0","0","0","0","66","0"
"21","Ashbringer","7","3","52635","22","15526961","0.5","0.5","0","0","0","0","16","64","0"
"22","Ashbringer","7","2","52557","23","16250871","0.5","0.5","0","0","0","0","16","64","0"
"23","Ashbringer","7","1","44699","24","4385004","0.5","0.5","0","0","0","0","8","64","0"
"24","Ashbringer","7","4","52668","25","5054922","0.5","0.5","0","0","0","0","16","64","0"
"25","Twinblades of the Deceiver","8","2","37718","9","3666175","0.5","0.5","0","0","0","0","0","72","0"
"26","Twinblades of the Deceiver","8","1","88117","10","6870528","0.5","0.5","0","0","0","0","1","72","0"
"27","Twinblades of the Deceiver","8","3","37719","11","9845974","0.5","0.5","0","0","0","0","0","72","0"
"28","Twinblades of the Deceiver","8","4","37720","12","15477542","0.5","0.5","0","0","0","0","0","72","0"
"29","Twinblades of the Deceiver","9","2","37722","13","4433378","0.5","0.5","0","0","0","0","0","76","0"
"30","Twinblades of the Deceiver","9","1","37721","14","9627184","0.5","0.5","0","0","0","0","0","76","0"
"31","Twinblades of the Deceiver","9","3","37723","15","9980106","0.5","0.5","0","0","0","0","0","76","0"
"32","Twinblades of the Deceiver","9","4","37724","16","14958913","0.5","0.5","0","0","0","0","0","76","0"
"33","Twinblades of the Deceiver","10","4","37733","17","8200995","0.5","0.5","0","0","0","0","0","75","0"
"34","Twinblades of the Deceiver","10","2","37731","18","9231422","0.5","0.5","0","0","0","0","0","75","0"
"35","Twinblades of the Deceiver","10","3","37732","19","10767320","0.5","0.5","0","0","0","0","0","75","0"
"36","Twinblades of the Deceiver","10","1","37725","20","16064287","0.5","0.5","0","0","0","0","0","75","0"
"37","Twinblades of the Deceiver","11","3","52618","21","13127224","0.5","0.5","0","0","0","0","16","77","0"
"38","Twinblades of the Deceiver","11","2","52485","22","11200571","0.5","0.5","0","0","0","0","16","77","0"
"39","Twinblades of the Deceiver","11","1","44679","23","15311409","0.5","0.5","0","0","0","0","8","77","0"
"40","Twinblades of the Deceiver","11","4","52651","24","12598501","0.5","0.5","0","0","0","0","16","77","0"
"41","Twinblades of the Deceiver","12","3","37729","25","4626395","0.5","0.5","0","0","0","0","0","73","0"
"42","Twinblades of the Deceiver","12","2","37728","26","3657332","0.5","0.5","0","0","0","0","0","73","0"
"43","Twinblades of the Deceiver","12","1","37726","27","7223739","0.5","0.5","0","0","0","0","0","73","0"
"44","Twinblades of the Deceiver","12","4","37730","28","15857465","0.5","0.5","0","0","0","0","0","73","0"
"45","G'Hanir, the Mother Tree","13","1","88086","9","-12527023","0.5","0.5","0","0","0","0","1","61","0"
"46","G'Hanir, the Mother Tree","13","2","37718","10","14759167","0.5","0.5","0","0","0","0","0","61","0"
"47","G'Hanir, the Mother Tree","13","3","37719","11","-14496857","0.5","0.5","0","0","0","0","0","61","0"
"48","G'Hanir, the Mother Tree","13","4","37720","12","-131226","0.5","0.5","0","0","0","0","0","61","0"
"49","G'Hanir, the Mother Tree","14","1","37721","13","-12858266","0.5","0.5","0","0","0","0","0","68","0"
"50","G'Hanir, the Mother Tree","14","2","37722","14","-8716125","0.5","0.5","0","0","0","0","0","68","0"
